,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?,clust
835,20678,0,1,1,1,2155,8,0,0,3862,0,Ocassional Flyers
836,41275,0,1,1,1,0,0,0,0,2035,0,Ocassional Flyers
837,1021,0,1,1,1,100,1,0,0,3553,0,Ocassional Flyers
838,88122,0,3,1,1,19408,13,0,0,5174,0,Ocassional Flyers
839,24784,0,1,1,1,100,1,0,0,3729,0,Ocassional Flyers
840,2003,0,1,1,1,980,2,0,0,7274,0,Ocassional Flyers
841,10000,0,1,1,1,790,3,0,0,3564,0,Ocassional Flyers
842,108395,0,2,1,1,8598,8,0,0,5416,0,Ocassional Flyers
843,75132,0,4,1,1,53001,23,400,3,2720,1,Ocassional Flyers
844,126490,0,1,1,1,8808,15,5183,12,1566,0,Ocassional Flyers
845,47513,0,3,1,1,19904,13,0,0,2516,1,Ocassional Flyers
846,17500,0,1,1,1,0,0,0,0,6400,0,Ocassional Flyers
847,92641,0,1,1,1,5265,6,0,0,5568,0,Ocassional Flyers
848,55147,0,4,1,1,29219,13,0,0,4225,0,Ocassional Flyers
849,139983,0,3,1,1,17289,24,100,2,4629,1,Ocassional Flyers
850,75428,0,2,1,1,7539,14,0,0,5609,0,Ocassional Flyers
851,34294,0,3,1,1,17683,14,0,0,2661,1,Ocassional Flyers
852,54842,0,3,1,1,20792,15,0,0,8296,1,Ocassional Flyers
853,93848,0,1,1,1,1600,4,1500,3,4475,0,Ocassional Flyers
854,62882,0,1,1,1,1925,8,0,0,7375,0,Ocassional Flyers
855,4834,0,2,1,1,13441,17,0,0,1851,1,Ocassional Flyers
856,49288,0,3,1,1,12538,19,600,2,5353,1,Ocassional Flyers
857,4916,0,1,1,1,900,3,800,2,5107,1,Ocassional Flyers
858,88668,0,2,1,1,9889,15,100,1,4903,0,Ocassional Flyers
859,1258,0,1,1,1,475,4,0,0,6134,0,Ocassional Flyers
860,156230,0,1,1,1,5300,8,1300,5,7260,1,Ocassional Flyers
861,960,0,1,1,1,6000,1,0,0,1262,1,Ocassional Flyers
862,121395,0,1,1,1,4970,8,650,2,6889,1,Ocassional Flyers
863,5546,0,1,1,1,2631,6,0,0,5995,1,Ocassional Flyers
864,14448,0,1,1,1,1625,6,0,0,6856,0,Ocassional Flyers
865,3065,0,1,1,1,0,0,0,0,87,0,Ocassional Flyers
866,65969,0,1,1,1,2550,5,1050,3,5419,0,Ocassional Flyers
867,17469,0,1,1,1,0,0,0,0,6730,1,Ocassional Flyers
868,45542,0,5,1,1,59012,14,0,0,5835,1,Ocassional Flyers
869,16528,0,1,1,1,250,2,0,0,6081,0,Ocassional Flyers
870,37165,0,3,1,1,19715,15,0,0,1654,0,Ocassional Flyers
871,29667,0,1,1,1,5304,19,0,0,4841,0,Ocassional Flyers
872,3664,0,1,1,1,0,0,0,0,4089,0,Ocassional Flyers
873,2701,0,1,1,1,5000,10,0,0,8002,1,Ocassional Flyers
874,87366,0,3,1,1,18012,16,0,0,4380,0,Ocassional Flyers
875,46455,0,1,1,1,6817,11,0,0,1763,0,Ocassional Flyers
876,13949,0,1,1,1,0,0,0,0,5374,0,Ocassional Flyers
877,52046,0,1,1,1,1058,8,683,7,3456,0,Ocassional Flyers
878,1704838,0,1,1,1,17108,32,4823,23,7283,1,Ocassional Flyers
879,148053,0,1,1,1,10250,2,250,1,5301,1,Ocassional Flyers
880,45742,0,1,1,1,7625,23,250,1,2712,0,Ocassional Flyers
881,1650,0,1,1,1,1250,3,250,1,5554,1,Ocassional Flyers
882,42342,0,1,1,1,11408,23,11408,23,4331,0,Ocassional Flyers
883,30062,5368,1,1,1,7373,10,4373,8,3057,1,Ocassional Flyers
884,83524,0,4,1,1,43152,18,0,0,3694,0,Ocassional Flyers
885,57002,0,1,1,1,2570,13,0,0,5350,0,Ocassional Flyers
886,97424,0,5,1,1,63796,17,0,0,2873,1,Ocassional Flyers
887,16626,0,1,1,1,2500,13,0,0,4329,0,Ocassional Flyers
888,20529,0,1,1,1,0,0,0,0,2644,0,Ocassional Flyers
889,32991,0,1,1,1,1230,6,0,0,3693,0,Ocassional Flyers
890,59650,0,1,1,1,5050,16,3950,13,1476,0,Ocassional Flyers
891,3294,0,1,1,1,1330,2,0,0,6498,0,Ocassional Flyers
892,195754,0,5,1,1,98535,40,2550,9,5202,1,Ocassional Flyers
893,134501,0,5,1,1,59855,32,1193,2,4663,1,Ocassional Flyers
894,338656,0,4,1,1,52908,16,0,0,6444,0,Ocassional Flyers
895,50674,0,2,1,1,22073,12,0,0,1615,0,Ocassional Flyers
896,90666,0,4,1,1,32474,14,0,0,1582,0,Ocassional Flyers
897,68023,0,5,1,1,119512,33,500,1,4702,1,Ocassional Flyers
898,79500,0,3,1,1,21489,15,0,0,4146,0,Ocassional Flyers
899,4750,0,1,1,1,1875,8,0,0,1416,0,Ocassional Flyers
900,22201,0,4,1,1,51278,16,350,1,3602,1,Ocassional Flyers
901,68255,0,3,1,1,19077,22,400,2,6130,1,Ocassional Flyers
902,7456,0,1,1,1,0,0,0,0,2635,0,Ocassional Flyers
903,19382,0,1,1,1,195,2,0,0,2545,0,Ocassional Flyers
904,57017,0,1,1,1,2495,11,0,0,3854,0,Ocassional Flyers
905,23179,0,1,1,1,0,0,0,0,2794,0,Ocassional Flyers
906,235567,0,3,1,1,16106,15,0,0,5728,0,Ocassional Flyers
907,17326,0,1,1,1,0,0,0,0,1787,0,Ocassional Flyers
908,52050,0,4,1,1,43190,14,0,0,6245,1,Ocassional Flyers
909,282784,3508,1,1,1,19314,17,3100,7,2460,1,Ocassional Flyers
910,47966,2947,3,1,1,51615,11,650,3,3145,1,Ocassional Flyers
911,33269,0,1,1,1,4675,10,200,1,6396,0,Ocassional Flyers
912,14748,0,1,1,1,2210,7,0,0,2497,1,Ocassional Flyers
913,24100,0,3,1,1,26674,23,2300,7,3421,1,Ocassional Flyers
914,259484,1776,1,1,1,19172,26,7172,23,6723,1,Ocassional Flyers
915,43510,0,1,1,1,4850,6,350,2,3328,0,Ocassional Flyers
916,19627,0,1,1,1,500,1,500,1,3340,0,Ocassional Flyers
917,2625,0,1,1,1,125,1,0,0,5087,0,Ocassional Flyers
918,49430,0,4,1,1,31471,16,0,0,5822,0,Ocassional Flyers
919,13543,0,1,1,1,1443,7,423,2,3811,1,Ocassional Flyers
920,87507,0,3,1,1,17714,19,0,0,3274,0,Ocassional Flyers
921,273442,0,4,1,1,54625,35,2850,7,2676,0,Ocassional Flyers
922,97763,0,1,1,1,2000,9,0,0,8296,0,Ocassional Flyers
923,602064,0,5,1,1,194753,26,2250,10,7652,1,Ocassional Flyers
924,61191,0,2,1,1,8502,17,0,0,2112,0,Ocassional Flyers
925,12675,0,1,1,1,4875,25,0,0,1390,0,Ocassional Flyers
926,47905,0,3,1,1,14575,16,2000,4,4245,1,Ocassional Flyers
927,124027,0,2,1,1,8698,12,0,0,2952,0,Ocassional Flyers
928,7504,0,1,1,1,0,0,0,0,100,0,Ocassional Flyers
929,19821,0,1,1,1,2525,3,425,1,1731,0,Ocassional Flyers
930,36644,0,3,1,1,14506,13,0,0,5583,0,Ocassional Flyers
931,38465,0,1,1,1,10550,3,550,2,1580,1,Ocassional Flyers
932,40284,0,1,1,1,7719,5,0,0,6827,1,Ocassional Flyers
933,7457,0,1,1,1,17131,5,0,0,2496,1,Ocassional Flyers
934,15584,0,1,1,1,2875,16,0,0,1894,0,Ocassional Flyers
935,90307,0,1,1,1,3150,3,650,2,4664,1,Ocassional Flyers
936,25676,0,1,1,1,0,0,0,0,1597,0,Ocassional Flyers
937,44293,0,3,1,1,21920,21,100,1,5913,1,Ocassional Flyers
938,66328,0,4,1,1,40522,14,0,0,4575,0,Ocassional Flyers
939,118177,0,3,1,1,20910,18,402,1,4811,0,Ocassional Flyers
940,109505,0,3,1,1,15766,23,0,0,1867,0,Ocassional Flyers
941,83572,745,5,1,1,101110,27,1700,5,5231,1,Ocassional Flyers
942,108904,0,3,1,1,19931,17,0,0,5255,0,Ocassional Flyers
943,37211,0,3,1,1,23007,18,0,0,1817,0,Ocassional Flyers
944,29105,0,1,1,1,5000,1,0,0,2774,0,Ocassional Flyers
945,25530,0,3,1,1,25131,17,0,0,3677,1,Ocassional Flyers
946,9372,0,1,1,1,0,0,0,0,1524,1,Ocassional Flyers
947,15624,0,1,1,1,0,0,0,0,1634,0,Ocassional Flyers
948,105579,0,3,1,1,16332,12,0,0,2830,0,Ocassional Flyers
949,102669,0,2,1,1,6760,14,306,2,3265,1,Ocassional Flyers
950,10508,0,1,1,1,0,0,0,0,309,0,Ocassional Flyers
951,43338,0,1,1,1,1000,4,1000,4,4275,0,Ocassional Flyers
952,58816,0,1,1,1,4600,5,1100,3,570,0,Ocassional Flyers
953,9453,0,1,1,1,2585,5,0,0,3463,0,Ocassional Flyers
954,24887,0,1,1,1,0,0,0,0,4047,0,Ocassional Flyers
955,77709,0,4,1,1,36028,19,100,2,5253,1,Ocassional Flyers
956,18954,0,1,1,1,550,3,550,3,2465,0,Ocassional Flyers
957,229744,0,5,1,1,68754,35,550,2,7467,1,Ocassional Flyers
958,104307,0,4,1,1,51769,24,450,1,6197,0,Ocassional Flyers
959,63547,0,4,1,1,31745,14,0,0,5748,0,Ocassional Flyers
960,168515,0,1,1,1,4600,4,0,0,7269,0,Ocassional Flyers
961,235312,0,5,1,1,56685,16,0,0,3476,0,Ocassional Flyers
962,46876,0,1,1,1,9680,7,0,0,3498,1,Ocassional Flyers
963,77109,0,5,1,1,60000,7,0,0,6071,0,Ocassional Flyers
964,34450,0,1,1,1,26996,7,0,0,5566,0,Ocassional Flyers
965,135828,0,3,1,1,34495,28,450,2,2142,1,Ocassional Flyers
966,40994,0,4,1,1,26916,15,500,1,5078,1,Ocassional Flyers
967,78028,0,4,1,1,36269,24,0,0,8289,0,Ocassional Flyers
968,34235,0,1,1,1,18910,7,250,1,1415,0,Ocassional Flyers
969,156766,0,3,1,1,23375,27,0,0,2840,0,Ocassional Flyers
970,57927,0,1,1,1,1500,3,1500,3,5149,1,Ocassional Flyers
971,80906,0,3,1,1,23548,15,0,0,2140,0,Ocassional Flyers
972,53715,0,2,1,1,7164,15,300,2,7416,0,Ocassional Flyers
973,1703,0,1,1,1,1230,4,0,0,4390,0,Ocassional Flyers
974,23099,0,1,1,1,300,3,300,3,2292,0,Ocassional Flyers
975,4130,0,1,1,1,100,1,0,0,673,0,Ocassional Flyers
976,25210,0,1,1,1,14500,5,500,1,2138,0,Ocassional Flyers
977,40465,0,1,1,1,6540,28,0,0,1408,0,Ocassional Flyers
978,43285,0,4,1,1,28613,14,0,0,8252,1,Ocassional Flyers
979,34690,0,3,1,1,18124,14,0,0,5752,1,Ocassional Flyers
980,148,0,1,1,1,190,2,0,0,6507,0,Ocassional Flyers
981,2125,0,1,1,1,875,7,0,0,1396,0,Ocassional Flyers
982,16341,0,1,1,1,0,0,0,0,3190,0,Ocassional Flyers
983,11821,0,1,1,1,10697,10,0,0,6387,1,Ocassional Flyers
984,9862,0,1,1,1,1693,3,693,2,309,0,Ocassional Flyers
985,45586,0,4,1,1,37459,15,0,0,7246,0,Ocassional Flyers
986,12646,0,1,1,1,631,4,631,4,7787,0,Ocassional Flyers
987,32270,0,1,1,1,0,0,0,0,2040,0,Ocassional Flyers
988,65340,2454,3,1,1,33795,11,500,1,3775,1,Ocassional Flyers
989,73601,0,2,1,1,12902,36,2000,4,2624,0,Ocassional Flyers
990,84516,0,3,1,1,22713,15,0,0,4063,0,Ocassional Flyers
991,132871,0,1,1,1,300,3,200,2,1719,0,Ocassional Flyers
992,34546,0,1,1,1,1500,2,0,0,5612,0,Ocassional Flyers
993,382546,0,5,1,1,136619,34,3000,6,8228,1,Ocassional Flyers
994,121156,0,1,1,1,12245,6,1000,2,1538,1,Ocassional Flyers
995,3832,0,1,1,1,1000,1,0,0,6120,0,Ocassional Flyers
996,48721,0,1,1,1,18781,12,300,3,4672,0,Ocassional Flyers
997,32099,0,3,1,1,10534,6,0,0,1929,0,Ocassional Flyers
998,38021,0,1,1,1,5538,9,0,0,6407,0,Ocassional Flyers
999,400,0,1,1,1,160,1,0,0,3460,0,Ocassional Flyers
1000,24847,0,1,1,1,1550,4,0,0,1022,0,Ocassional Flyers
1001,99226,0,2,1,1,5796,12,0,0,1811,0,Ocassional Flyers
1002,362642,0,1,1,1,28079,8,0,0,6835,0,Ocassional Flyers
1003,134601,0,1,1,1,0,0,0,0,7493,0,Ocassional Flyers
1004,85823,0,1,1,1,0,0,0,0,2074,0,Ocassional Flyers
1005,39669,0,4,1,1,31989,14,0,0,1955,1,Ocassional Flyers
1006,182317,0,2,1,1,19489,17,273,1,7397,1,Ocassional Flyers
1007,75680,0,3,1,1,23159,14,0,0,3397,0,Ocassional Flyers
1008,14372,0,2,1,1,9042,13,0,0,3557,1,Ocassional Flyers
1009,39566,0,2,1,1,23755,18,0,0,1763,0,Ocassional Flyers
1010,1000,0,1,1,1,0,0,0,0,1597,0,Ocassional Flyers
1011,38348,0,1,1,1,0,0,0,0,6861,0,Ocassional Flyers
1012,5393,0,1,1,1,0,0,0,0,4517,0,Ocassional Flyers
1013,36227,0,2,1,1,7230,14,0,0,3736,0,Ocassional Flyers
1014,7430,0,1,1,1,10500,5,0,0,4791,1,Ocassional Flyers
1015,38137,0,1,1,1,11050,3,50,1,3182,1,Ocassional Flyers
1016,862,0,1,1,1,0,0,0,0,8,0,Ocassional Flyers
1017,128302,0,5,1,4,132263,32,400,2,4103,1,Ocassional Flyers
1018,20642,0,1,1,1,4977,13,0,0,1614,0,Ocassional Flyers
1019,11680,0,1,1,1,1460,3,0,0,1459,0,Ocassional Flyers
1020,38896,0,5,1,1,76988,16,556,1,7771,1,Ocassional Flyers
1021,46882,0,1,1,1,0,0,0,0,3701,0,Ocassional Flyers
1022,459681,0,5,1,1,95531,17,0,0,8228,1,Ocassional Flyers
1023,12239,0,1,1,1,2912,5,0,0,4226,0,Ocassional Flyers
1024,11005,0,1,1,1,5736,3,0,0,1609,0,Ocassional Flyers
1025,21540,0,1,1,1,1188,9,0,0,4791,0,Ocassional Flyers
1026,10758,0,1,1,1,0,0,0,0,1777,0,Ocassional Flyers
1027,78268,0,1,1,1,6172,13,500,1,5758,0,Ocassional Flyers
1028,70312,0,3,1,1,34678,24,500,1,6875,1,Ocassional Flyers
1029,80250,0,1,1,1,895,2,0,0,6833,0,Ocassional Flyers
1030,46874,0,1,1,1,9689,38,500,1,7990,0,Ocassional Flyers
1031,46074,0,1,1,1,2193,11,0,0,4419,0,Ocassional Flyers
1032,45006,0,1,1,1,1400,6,300,4,925,0,Ocassional Flyers
1033,66466,0,4,1,2,86952,22,0,0,1956,1,Ocassional Flyers
1034,13350,0,1,1,1,3850,24,0,0,1071,0,Ocassional Flyers
1035,17995,0,1,1,1,0,0,0,0,4994,0,Ocassional Flyers
1036,64594,0,2,1,1,9295,14,0,0,1869,0,Ocassional Flyers
1037,402874,0,5,1,1,74800,15,0,0,7582,1,Ocassional Flyers
1038,134346,0,5,1,1,100210,18,0,0,4485,1,Ocassional Flyers
1039,49891,0,1,1,1,500,1,500,1,6392,0,Ocassional Flyers
1040,166638,0,5,1,1,64572,22,0,0,1697,0,Ocassional Flyers
1041,20691,0,1,1,1,16448,6,0,0,1227,0,Ocassional Flyers
1042,21854,0,1,1,1,500,1,500,1,1100,0,Ocassional Flyers
1043,43326,0,1,1,1,4164,12,0,0,4881,0,Ocassional Flyers
1044,152945,0,1,1,1,18604,6,3604,2,7598,1,Ocassional Flyers
1045,31520,0,1,1,1,130,2,0,0,2858,0,Ocassional Flyers
1046,33410,0,1,1,1,818,12,0,0,6255,0,Ocassional Flyers
1047,138411,0,5,1,1,53843,14,0,0,6247,0,Ocassional Flyers
1048,46809,0,1,1,1,125,1,0,0,1878,0,Ocassional Flyers
1049,49331,0,3,1,1,23572,12,100,1,4888,0,Ocassional Flyers
1050,60646,888,5,1,1,57011,18,50,1,5559,1,Ocassional Flyers
1051,140527,0,1,1,1,3500,14,0,0,4023,0,Ocassional Flyers
1052,282971,0,1,1,1,5780,16,300,3,2192,1,Ocassional Flyers
1053,8273,0,1,1,1,0,0,0,0,1474,0,Ocassional Flyers
1054,103302,0,4,1,1,53552,22,700,3,6718,1,Ocassional Flyers
1055,22384,0,1,1,1,0,0,0,0,3676,0,Ocassional Flyers
1056,75303,0,5,1,1,74990,15,0,0,4598,1,Ocassional Flyers
1057,66860,0,3,1,1,12667,20,980,5,4155,1,Ocassional Flyers
1058,85955,0,4,1,1,34197,22,600,2,2046,0,Ocassional Flyers
1059,146599,0,3,1,1,16463,16,1000,2,6444,1,Ocassional Flyers
1060,26325,0,2,1,1,14559,20,1310,2,5521,1,Ocassional Flyers
1061,379744,2081,1,1,1,19191,17,1850,11,4608,1,Ocassional Flyers
1062,34049,0,1,1,1,2030,8,0,0,3306,1,Ocassional Flyers
1063,35659,0,1,1,1,1102,9,0,0,3533,0,Ocassional Flyers
1064,25541,0,1,1,1,660,3,0,0,4520,0,Ocassional Flyers
1065,9554,0,1,1,1,2710,3,0,0,5064,1,Ocassional Flyers
1066,9154,0,1,1,1,0,0,0,0,3260,0,Ocassional Flyers
1067,22840,0,1,1,1,0,0,0,0,773,0,Ocassional Flyers
1068,11324,0,3,1,1,11082,11,0,0,2661,1,Ocassional Flyers
1069,76077,0,1,1,1,500,4,0,0,4616,0,Ocassional Flyers
1070,33374,0,3,1,1,20441,13,0,0,6214,1,Ocassional Flyers
1071,109416,0,5,1,1,73665,39,2200,5,2327,1,Ocassional Flyers
1072,38439,0,1,1,1,3318,13,0,0,3886,0,Ocassional Flyers
1073,7371,0,1,1,1,1375,4,0,0,4505,0,Ocassional Flyers
1074,87692,0,1,1,1,2310,6,500,1,8289,0,Ocassional Flyers
1075,6000,0,1,1,1,2250,4,0,0,713,0,Ocassional Flyers
1076,642756,0,4,1,1,37889,15,1000,2,4841,0,Ocassional Flyers
1077,83276,0,3,1,1,22539,8,650,2,3424,0,Ocassional Flyers
1078,162521,0,5,1,1,57354,25,0,0,8105,1,Ocassional Flyers
1079,6875,0,1,1,1,4625,30,0,0,581,0,Ocassional Flyers
1080,8957,0,1,1,1,0,0,0,0,4509,0,Ocassional Flyers
1081,2305,0,1,1,1,0,0,0,0,5105,0,Ocassional Flyers
1082,21270,0,1,1,1,318,10,0,0,6256,0,Ocassional Flyers
1083,27591,0,1,1,1,8209,34,1800,16,5659,0,Ocassional Flyers
1084,63162,0,3,1,1,27564,8,0,0,1600,1,Ocassional Flyers
1085,103200,0,1,1,1,500,1,500,1,2062,1,Ocassional Flyers
1086,93743,0,1,1,1,1210,7,650,5,4676,0,Ocassional Flyers
1087,6371,0,1,1,1,1404,8,0,0,5905,0,Ocassional Flyers
1088,112501,0,1,1,2,19140,11,0,0,7101,0,Ocassional Flyers
1089,95118,0,3,1,1,23188,23,2200,7,6865,1,Ocassional Flyers
1090,24228,0,1,1,1,2850,15,0,0,3452,0,Ocassional Flyers
1091,3016,0,1,1,1,0,0,0,0,1398,0,Ocassional Flyers
1092,31311,0,1,1,1,3961,10,0,0,6494,0,Ocassional Flyers
1093,93371,0,4,1,1,55338,20,0,0,3382,0,Ocassional Flyers
1094,37926,0,3,1,1,25153,7,0,0,5845,0,Ocassional Flyers
1095,14614,0,1,1,1,2275,3,0,0,4567,1,Ocassional Flyers
1096,29067,0,1,1,1,485,3,250,1,2147,1,Ocassional Flyers
1097,10152,0,1,1,1,0,0,0,0,6010,0,Ocassional Flyers
1098,62464,0,1,1,1,5675,16,500,1,3820,0,Ocassional Flyers
1099,143481,0,4,1,1,45891,15,0,0,7437,0,Ocassional Flyers
1100,20844,0,1,1,1,20844,10,0,0,4474,0,Ocassional Flyers
1101,33383,0,1,1,1,0,0,0,0,4163,0,Ocassional Flyers
1102,8327,0,1,1,1,0,0,0,0,5268,0,Ocassional Flyers
1103,91237,0,5,1,1,78864,26,0,0,4321,1,Ocassional Flyers
1104,17645,0,4,1,1,60978,20,0,0,5660,1,Ocassional Flyers
1105,43761,0,1,1,1,5398,16,0,0,5268,0,Ocassional Flyers
1106,39847,0,5,1,1,95918,38,150,1,5694,1,Ocassional Flyers
1107,23224,0,1,1,1,1750,7,0,0,2322,0,Ocassional Flyers
1108,25637,0,1,1,1,445,3,0,0,2367,0,Ocassional Flyers
1109,126028,0,3,1,1,23974,19,668,1,1716,0,Ocassional Flyers
1110,30664,0,3,1,1,21242,22,700,5,4268,0,Ocassional Flyers
1111,30973,0,1,1,1,0,0,0,0,6298,0,Ocassional Flyers
1112,74331,0,3,1,1,15779,14,0,0,1514,0,Ocassional Flyers
1113,29836,0,1,1,1,16165,3,0,0,815,0,Ocassional Flyers
1114,11143,0,1,1,1,2800,6,800,5,6529,1,Ocassional Flyers
1115,55381,0,1,1,1,0,0,0,0,3600,0,Ocassional Flyers
1116,117120,0,4,1,1,41278,17,500,1,6288,0,Ocassional Flyers
1117,20126,0,5,1,1,78999,28,800,3,6506,1,Ocassional Flyers
1118,5000,0,1,1,1,5000,1,0,0,1537,0,Ocassional Flyers
1119,40252,0,1,1,1,1375,4,0,0,2565,0,Ocassional Flyers
1120,13958,0,1,1,1,4291,5,0,0,6905,1,Ocassional Flyers
1121,88192,0,4,1,1,47848,22,500,1,4784,1,Ocassional Flyers
1122,163964,0,3,1,1,11385,11,0,0,5948,1,Ocassional Flyers
1123,63820,0,3,1,1,13981,15,0,0,4608,0,Ocassional Flyers
1124,30500,0,1,1,1,0,0,0,0,1628,0,Ocassional Flyers
1125,39862,0,3,1,1,14152,18,350,2,2727,1,Ocassional Flyers
1126,20982,0,4,1,1,44238,18,0,0,4716,1,Ocassional Flyers
1127,76430,0,3,1,1,13653,17,0,0,3018,1,Ocassional Flyers
1128,36513,1692,1,1,1,825,3,725,2,1611,0,Ocassional Flyers
1129,95305,0,1,1,1,3189,13,0,0,7054,0,Ocassional Flyers
1130,39601,0,1,1,1,3733,9,0,0,6450,1,Ocassional Flyers
1131,105294,0,4,1,1,56281,26,850,5,2021,0,Ocassional Flyers
1132,42990,0,1,1,1,5345,3,0,0,5804,0,Ocassional Flyers
1133,1860,0,1,1,1,65,2,0,0,5976,0,Ocassional Flyers
1134,14554,0,1,1,1,0,0,0,0,3237,0,Ocassional Flyers
1135,5199,0,3,1,1,28100,16,0,0,2592,1,Ocassional Flyers
1136,15113,0,2,1,1,10574,19,0,0,7017,1,Ocassional Flyers
1137,31786,0,1,1,1,2661,10,0,0,5380,0,Ocassional Flyers
1138,23188,0,1,1,1,1291,8,0,0,1627,0,Ocassional Flyers
1139,62629,0,4,1,1,36986,14,0,0,2438,0,Ocassional Flyers
1140,5316,0,1,1,1,1134,4,0,0,4610,0,Ocassional Flyers
1141,34182,0,1,1,1,0,0,0,0,3967,0,Ocassional Flyers
1142,27122,0,1,1,1,0,0,0,0,2630,0,Ocassional Flyers
1143,179472,0,3,1,1,11289,15,0,0,4708,0,Ocassional Flyers
1144,6584,0,1,1,1,0,0,0,0,5118,0,Ocassional Flyers
1145,28931,0,1,1,1,6500,4,500,1,6354,1,Ocassional Flyers
1146,66052,0,1,1,1,8380,8,0,0,4301,0,Ocassional Flyers
1147,171946,0,3,1,1,19198,28,0,0,4397,0,Ocassional Flyers
1148,16472,0,4,1,1,45517,12,0,0,6262,1,Ocassional Flyers
1149,6338,0,1,1,1,0,0,0,0,322,0,Ocassional Flyers
1150,1846,0,1,1,1,450,1,0,0,6471,0,Ocassional Flyers
1151,13381,0,1,1,1,1150,2,150,1,3312,0,Ocassional Flyers
1152,17334,0,1,1,1,6783,27,50,1,6318,0,Ocassional Flyers
1153,20882,0,1,1,1,1000,1,0,0,328,0,Ocassional Flyers
1154,68224,0,4,1,1,28916,16,0,0,1258,0,Ocassional Flyers
1155,94105,0,1,1,1,100,1,0,0,6676,0,Ocassional Flyers
1156,36839,0,1,1,1,4436,6,0,0,2275,1,Ocassional Flyers
1157,11449,0,1,1,1,24415,11,0,0,5864,1,Ocassional Flyers
1158,57509,0,4,1,1,52449,19,150,1,5441,1,Ocassional Flyers
1159,86069,0,4,1,1,35282,21,0,0,4972,1,Ocassional Flyers
1160,28930,0,1,1,1,8185,17,0,0,6630,0,Ocassional Flyers
1161,138008,5368,4,1,1,34178,14,200,1,2962,0,Ocassional Flyers
1162,889456,1024,5,1,1,98959,29,850,4,6652,1,Ocassional Flyers
1163,25829,0,1,1,1,1375,4,0,0,2444,0,Ocassional Flyers
1164,7011,0,3,1,1,19791,16,0,0,3152,1,Ocassional Flyers
1165,101901,0,1,2,1,17898,22,100,1,4433,0,Ocassional Flyers
1166,36790,0,1,1,1,7158,14,0,0,6133,0,Ocassional Flyers
1167,48852,0,1,1,1,1058,3,0,0,2278,1,Ocassional Flyers
1168,44324,0,1,1,1,650,4,650,4,1583,0,Ocassional Flyers
1169,71794,0,1,1,1,6000,3,0,0,1453,0,Ocassional Flyers
1170,66456,0,1,1,1,3500,4,1000,2,4679,0,Ocassional Flyers
1171,24496,0,1,1,1,4000,3,500,1,4086,1,Ocassional Flyers
1172,84631,0,3,1,1,20415,17,0,0,6736,0,Ocassional Flyers
1173,144697,0,1,1,1,2000,1,0,0,4420,0,Ocassional Flyers
1174,35425,0,1,1,1,4125,19,0,0,3834,0,Ocassional Flyers
1175,72085,0,3,1,1,20310,12,150,1,2462,0,Ocassional Flyers
1176,323459,0,1,1,1,12000,8,1500,3,6378,1,Ocassional Flyers
1177,60493,0,1,1,1,9000,1,0,0,8289,0,Ocassional Flyers
1178,154664,0,4,1,3,73881,33,0,0,5769,0,Ocassional Flyers
1179,13290,0,1,1,1,3175,5,0,0,4679,1,Ocassional Flyers
1180,145723,0,5,1,1,59858,16,0,0,8296,1,Ocassional Flyers
1181,609477,0,3,1,1,21422,22,1200,8,6820,0,Ocassional Flyers
1182,32708,0,3,1,1,11556,13,0,0,2035,0,Ocassional Flyers
1183,124775,1704,1,1,1,11564,8,700,2,4847,1,Ocassional Flyers
1184,56687,0,4,1,1,48989,28,0,0,2973,1,Ocassional Flyers
1185,48363,0,1,1,1,790,3,0,0,2766,0,Ocassional Flyers
1186,45150,0,3,1,1,18907,13,0,0,4141,0,Ocassional Flyers
1187,59177,0,1,1,1,2300,6,700,3,1869,1,Ocassional Flyers
1188,1625,0,1,1,1,1375,4,0,0,1547,0,Ocassional Flyers
1189,43304,0,1,1,1,3750,4,250,2,1887,1,Ocassional Flyers
1190,54177,0,3,1,1,45403,15,500,1,2123,1,Ocassional Flyers
1191,65435,0,1,1,1,1000,2,500,1,4786,0,Ocassional Flyers
1192,103888,0,1,1,1,4379,3,4379,3,2238,0,Ocassional Flyers
1193,136104,0,4,1,1,68988,51,2069,8,4916,1,Ocassional Flyers
1194,30530,0,1,1,1,5590,12,2950,9,6298,1,Ocassional Flyers
1195,7685,0,1,1,1,500,4,0,0,2406,0,Ocassional Flyers
1196,64341,0,5,1,1,63621,13,0,0,4568,1,Ocassional Flyers
1197,146097,0,2,1,1,6919,16,0,0,6165,0,Ocassional Flyers
1198,62492,0,1,1,1,3725,11,2600,9,1536,0,Ocassional Flyers
1199,142810,0,1,1,1,8000,4,0,0,3049,1,Ocassional Flyers
1200,35969,0,2,1,1,11665,21,0,0,6977,0,Ocassional Flyers
1201,74777,0,2,1,1,20630,8,0,0,5384,1,Ocassional Flyers
1202,68286,0,3,1,1,22831,13,0,0,8296,1,Ocassional Flyers
1203,94016,0,1,1,1,4773,6,0,0,3161,0,Ocassional Flyers
1204,76595,0,1,1,1,10577,2,9577,1,1515,0,Ocassional Flyers
1205,205292,0,2,1,1,5471,13,0,0,8296,0,Ocassional Flyers
